Site,H,Co,T,Section,Top(cm),Bot(cm),mbsf,mcd,Species,d18O,d13C,d18O_cib_adj,d13C_cib_adj,age_ka
ODP1209,B,6,H,3,125,127,47.35,53.27,CWUEL,2.761,0.02,3.401,0.02,3370
ODP1209,B,6,H,3,135,137,47.45,53.37,CWUEL,2.816,-0.373,3.456,-0.373,3375.4
ODP1209,B,6,H,3,140,142,47.5,53.42,CWUEL,2.865,-0.283,3.505,-0.283,3378.1
ODP1209,B,6,H,3,145,147,47.55,53.47,CWUEL,2.985,-0.139,3.625,-0.139,3380.5
ODP1209,B,6,H,4,5,7,47.65,53.57,CWUEL,2.963,-0.146,3.603,-0.146,3384.7
ODP1209,B,6,H,4,15,17,47.75,53.67,CWUEL,2.872,-0.182,3.512,-0.182,3388.7
ODP1209,B,6,H,4,25,27,47.85,53.77,CWUEL,2.691,-0.129,3.331,-0.129,3392.7
ODP1209,B,6,H,4,35,37,47.95,53.87,CWUEL,2.729,0.044,3.369,0.044,3396.5
ODP1209,B,6,H,4,45,47,48.05,53.97,CWUEL,2.778,-0.05,3.418,-0.05,3400.5
ODP1209,B,6,H,4,55,57,48.15,54.07,CWUEL,2.706,-0.109,3.346,-0.109,3404.3
ODP1209,B,6,H,4,65,67,48.25,54.17,CWUEL,2.725,0.023,3.365,0.023,3408.1
ODP1209,B,6,H,4,75,77,48.35,54.27,CWUEL,2.773,0.057,3.413,0.057,3411.9
ODP1209,B,6,H,4,85,87,48.45,54.37,CWUEL,2.509,-0.148,3.149,-0.148,3415.9
ODP1209,B,6,H,4,95,97,48.55,54.47,CWUEL,2.618,-0.084,3.258,-0.084,3419.9
ODP1209,B,6,H,4,105,107,48.65,54.57,CWUEL,2.625,-0.119,3.265,-0.119,3423.9
ODP1209,B,6,H,4,115,117,48.75,54.67,CWUEL,2.731,-0.044,3.371,-0.044,3428.1
ODP1209,B,6,H,4,125,127,48.85,54.77,CWUEL,2.626,-0.144,3.266,-0.144,3432.1
ODP1209,B,6,H,4,135,137,48.95,54.87,CWUEL,2.531,0.023,3.171,0.023,3435.9
ODP1209,B,6,H,4,145,147,49.05,54.97,CWUEL,2.546,0.048,3.186,0.048,3439.7
ODP1209,B,6,H,5,5,7,49.15,55.07,CWUEL,2.591,0.007,3.231,0.007,3443.4
ODP1209,B,6,H,5,15,17,49.25,55.17,CWUEL,2.637,0.052,3.277,0.052,3447.2
ODP1209,B,6,H,5,25,27,49.35,55.27,CWUEL,2.742,0.202,3.382,0.202,3451
ODP1209,B,6,H,5,35,37,49.45,55.37,CWUEL,2.547,0.169,3.187,0.169,3454.8
ODP1209,B,6,H,5,45,47,49.55,55.47,CWUEL,2.658,0.012,3.298,0.012,3458.6
ODP1209,B,6,H,5,55,57,49.65,55.57,CWUEL,2.855,-0.11,3.495,-0.11,3462.6
ODP1209,B,6,H,5,65,67,49.75,55.67,CWUEL,2.821,0.042,3.461,0.042,3466.6
ODP1209,B,6,H,5,67,69,49.77,55.69,,,,,,3467.2
ODP1209,B,6,H,5,78,80,49.88,55.8,CWUEL,2.697,0.379,3.337,0.379,3471.5
ODP1209,B,6,H,5,85,87,49.95,55.87,CWUEL,2.644,0.233,3.284,0.233,3474.1
ODP1209,B,6,H,5,95,97,50.05,55.97,CWUEL,2.53,0.174,3.17,0.174,3478.1
ODP1209,B,6,H,5,105,107,50.15,56.07,CWUEL,2.666,0.246,3.306,0.246,3482.4
ODP1209,B,6,H,5,115,117,50.25,56.17,CWUEL,2.538,0.242,3.178,0.242,3486.4
ODP1209,B,6,H,5,125,127,50.35,56.27,CWUEL,2.644,0.263,3.284,0.263,3490.8
ODP1209,B,6,H,5,135,137,50.45,56.37,CWUEL,2.87,0.173,3.51,0.173,3495
ODP1209,B,6,H,5,145,147,50.55,56.47,CWUEL,2.667,0.139,3.307,0.139,3498.8
ODP1209,B,6,H,6,5,7,50.65,56.57,CWUEL,2.746,0.198,3.386,0.198,3502.8
ODP1209,B,6,H,6,15,17,50.75,56.67,CWUEL,2.572,0.164,3.212,0.164,3507
ODP1209,B,6,H,6,25,27,50.85,56.77,CWUEL,2.638,0.143,3.278,0.143,3511.5
ODP1209,B,6,H,6,35,37,50.95,56.87,CWUEL,2.735,0.25,3.375,0.25,3516.2
ODP1209,B,6,H,6,46,48,51.06,56.98,CWUEL,2.561,0.098,3.201,0.098,3521.5
ODP1209,A,6,H,5,15,17,52.35,57.06,CWUEL,2.529,0.172,3.169,0.172,3526.4
ODP1209,B,6,H,6,55,57,51.15,57.07,CWUEL,2.407,0.191,3.047,0.191,3526.8
ODP1209,A,6,H,5,25,27,52.45,57.16,CWUEL,2.517,0.251,3.157,0.251,3532.4
ODP1209,B,6,H,6,65,67,51.25,57.17,CWUEL,2.473,0.085,3.113,0.085,3533.1
ODP1209,A,6,H,5,35,37,52.55,57.26,CWUEL,2.424,0.162,3.064,0.162,3538.4
ODP1209,A,6,H,5,45,47,52.65,57.36,CWUEL,2.812,-0.062,3.452,-0.062,3543.7
ODP1209,A,6,H,5,55,57,52.75,57.46,CWUEL,2.859,0.218,3.499,0.218,3548.9
ODP1209,A,6,H,5,65,67,52.85,57.56,CWUEL,2.506,0.02,3.146,0.02,3554.2
ODP1209,A,6,H,5,75,77,52.95,57.66,CWUEL,2.704,0.231,3.344,0.231,3559.7
ODP1209,A,6,H,5,85,87,53.05,57.76,CWUEL,2.518,0.282,3.158,0.282,3565.3
ODP1209,A,6,H,5,95,97,53.15,57.86,CWUEL,2.743,0.277,3.383,0.277,3570.9
ODP1209,A,6,H,5,107,109,53.27,57.98,CWUEL,2.668,0.111,3.308,0.111,3577.8
ODP1209,A,6,H,5,115,117,53.35,58.06,CWUEL,2.583,0.096,3.223,0.096,3581.8
ODP1209,A,6,H,5,125,127,53.45,58.16,CWUEL,2.447,0.136,3.087,0.136,3587.3
ODP1209,A,6,H,5,137,139,53.57,58.28,CWUEL,2.692,0.098,3.332,0.098,3595.6
ODP1209,A,6,H,5,145,147,53.65,58.36,CWUEL,2.657,-0.176,3.297,-0.176,3600
,,,,,,,,,,,,,,
ODP1209,A,7,H,3,115,117,59.85,65.86,CWUEL,2.552,0.109,3.192,0.109,
ODP1209,A,7,H,3,120,122,59.9,65.91,CWUEL,2.617,-0.018,3.257,-0.018,
ODP1209,A,7,H,3,125,127,59.95,65.96,CWUEL,2.692,0.132,3.332,0.132,
ODP1209,A,7,H,3,128,130,59.98,65.99,CWUEL,2.667,0.345,3.307,0.345,
ODP1209,A,7,H,4,5,7,60.25,66.26,CWUEL,2.532,0.096,3.172,0.096,
ODP1209,A,7,H,4,10,12,60.3,66.31,CWUEL,2.537,0.249,3.177,0.249,
ODP1209,A,7,H,4,15,17,60.35,66.36,CWUEL,2.792,0.072,3.432,0.072,
ODP1209,A,7,H,4,20,22,60.4,66.41,CWUEL,2.667,0.036,3.307,0.036,
ODP1209,A,7,H,4,25,27,60.45,66.46,CWUEL,2.572,-0.161,3.212,-0.161,
ODP1209,A,7,H,4,30,32,60.5,66.51,CWUEL,2.547,-0.2,3.187,-0.2,
ODP1209,A,7,H,4,35,37,60.55,66.56,CWUEL,2.632,-0.007,3.272,-0.007,
ODP1209,A,7,H,4,40,42,60.6,66.61,CWUEL,2.646,0.103,3.286,0.103,
ODP1209,A,7,H,4,45,47,60.65,66.66,CWUEL,2.481,-0.028,3.121,-0.028,
ODP1209,A,7,H,4,50,52,60.7,66.71,CWUEL,2.746,-0.028,3.386,-0.028,
ODP1209,A,7,H,4,55,57,60.75,66.76,CWUEL,2.681,-0.087,3.321,-0.087,
ODP1209,A,7,H,4,60,62,60.8,66.81,CWUEL,2.336,-0.04,2.976,-0.04,
ODP1209,A,7,H,4,65,67,60.85,66.86,CWUEL,2.441,0.013,3.081,0.013,
ODP1209,A,7,H,4,70,72,60.9,66.91,CWUEL,2.606,0.107,3.246,0.107,
ODP1209,A,7,H,4,75,77,60.95,66.96,CWUEL,2.411,0.031,3.051,0.031,
ODP1209,A,7,H,4,80,82,61,67.01,CWUEL,2.446,0.001,3.086,0.001,
ODP1209,A,7,H,4,85,87,61.05,67.06,CWUEL,2.641,0.051,3.281,0.051,
ODP1209,A,7,H,4,90,92,61.1,67.11,CWUEL,2.476,-0.016,3.116,-0.016,
ODP1209,A,7,H,4,95,97,61.15,67.16,CWUEL,2.511,0.061,3.151,0.061,
ODP1209,A,7,H,4,100,102,61.2,67.21,CWUEL,2.505,-0.118,3.145,-0.118,
ODP1209,A,7,H,4,105,107,61.25,67.26,CWUEL,2.88,0.087,3.52,0.087,
ODP1209,A,7,H,4,110,112,61.3,67.31,CWUEL,2.655,-0.02,3.295,-0.02,
ODP1209,A,7,H,4,115,117,61.35,67.36,CWUEL,2.771,-0.095,3.411,-0.095,
ODP1209,A,7,H,4,120,122,61.4,67.41,CWUEL,2.706,0.103,3.346,0.103,
ODP1209,A,7,H,4,125,127,61.45,67.46,CWUEL,2.581,-0.006,3.221,-0.006,
ODP1209,A,7,H,4,130,132,61.5,67.51,CWUEL,2.646,0.07,3.286,0.07,
ODP1209,A,7,H,4,135,137,61.55,67.56,CWUEL,2.522,0.12,3.162,0.12,
ODP1209,A,7,H,4,138,140,61.58,67.59,CWUEL,2.467,0.126,3.107,0.126,
ODP1209,A,7,H,5,0,2,61.7,67.71,CWUEL,2.642,0.038,3.282,0.038,
ODP1209,A,7,H,5,5,7,61.75,67.76,CWUEL,2.818,0.107,3.458,0.107,
ODP1209,A,7,H,5,10,12,61.8,67.81,CWUEL,2.653,0.116,3.293,0.116,
ODP1209,A,7,H,5,15,17,61.85,67.86,CWUEL,2.608,0.11,3.248,0.11,
ODP1209,A,7,H,5,20,22,61.9,67.91,CWUEL,2.533,0.031,3.173,0.031,
ODP1209,A,7,H,5,25,27,61.95,67.96,CWUEL,2.458,0.069,3.098,0.069,
ODP1209,A,7,H,5,30,32,62,68.01,CWUEL,2.454,-0.045,3.094,-0.045,
ODP1209,A,7,H,5,35,37,62.05,68.06,CWUEL,2.559,-0.067,3.199,-0.067,
ODP1209,A,7,H,5,40,42,62.1,68.11,CWUEL,2.804,-0.05,3.444,-0.05,
ODP1209,A,7,H,5,45,47,62.15,68.16,CWUEL,2.699,-0.021,3.339,-0.021,
ODP1209,A,7,H,5,50,52,62.2,68.21,CWUEL,2.585,-0.057,3.225,-0.057,
ODP1209,A,7,H,5,55,57,62.25,68.26,CWUEL,2.53,0.18,3.17,0.18,
